Wed Nov 19 13:23:00 2003
FISH v1.0
FISH is copyright (c)2003, University of North Carolina at Chapel Hill
Authors: Sugata Chakravarty and Todd J. Vision

-parameters
	MIN_SCORE = 200
	MAX_DIST = 10

-contigs

    contig   markers  features
      4407         1           1 At1g63930
      4408         1           1 At1g63940
      4409         1           1 At1g63950
      4410         1           1 At1g63960
      4411         1          -1 At1g63970
      4412         1           1 At1g63980
      4413         1          -1 At1g63990
      4414         1           1 At1g64000
      4415         1          -1 At1g64010
      4416         1          -1 At1g64020
      4417         1          -1 At1g64030
      4418         1          -1 At1g64040
      4419         1           1 At1g64050
      4420         1           1 At1g64060
      4421         1           1 At1g64070
      4422         1          -1 At1g64080
      4423         1           1 At1g64090
      4424         1           1 At1g64100
      4425         1          -1 At1g64110
      4426         1           1 At1g64130
      4427         1          -1 At1g64140
      4428         1          -1 At1g64150
      4429         1           1 At1g64160
      4430         1          -1 At1g64170
      4431         1           1 At1g64180
      4432         1          -1 At1g64190
      4433         1          -1 At1g64200
      4434         1           1 At1g64210
      4435         1          -1 At1g64220
      4436         1           1 At1g64230
      4437         1           1 At1g64240
      4437         1           1 At1g64250
      4437         1           1 At1g64260
      4437         1           1 At1g64270
      4438         1          -1 At1g64280
      4439         1          -1 At1g64290
      4440         1           1 At1g64300
      4441         1           1 At1g64310
      4442         1           1 At1g64320
      4443         1           1 At1g64330
      4444         1           1 At1g64340
      4445         1           1 At1g64350
      4446         1           1 At1g64360
      4447         1           1 At1g64370
      4448         1          -1 At1g64380
      4449         1           1 At1g64390
      4450         1          -1 At1g64400
      4451         1          -1 At1g64410
      4452         1           1 At1g64430
      4453         1           1 At1g64440
      4454         1          -1 At1g64450
      4455         1          -1 At1g64460
      4455         1          -1 At1g64470
      4456         1          -1 At1g64480
      4457         1           1 At1g64490
      4458         1           1 At1g64500
      4459         1          -1 At1g64510
      4460         1           1 At1g64520
      4461         1           1 At1g64530
      4462         1           1 At1g64540
      4463         1           1 At1g64550
      4464         1           1 At1g64560
      4465         1           1 At1g64570
      4466         1          -1 At1g64580
      4467         1           1 At1g64590
      4468         1           1 At1g64600
      4469         1          -1 At1g64610
      4470         1           1 At1g64620
      4471         1           1 At1g64630
      4472         1          -1 At1g64640
      4473         1          -1 At1g64650
      4474         1           1 At1g64660
      4475         1          -1 At1g64670
      4476         1           1 At1g64680
      4477         1           1 At1g64690
      4478         1          -1 At1g64700
      4479         1           1 At1g64710
      4480         1          -1 At1g64720
      4481         1           1 At1g64740
      4482         1          -1 At1g64750
      4483         1          -1 At1g64760
      4484         1           1 At1g64770
      4485         1          -1 At1g64780
      4486         1          -1 At1g64790
      4487         1           1 At1g64800
      4488         1           1 At1g64810
      4489         1           1 At1g64820
      4490         1          -1 At1g64830
      4491         1           1 At1g64840
      4492         1          -1 At1g64850
      4493         1           1 At1g64860
      4494         1           1 At1g64870
